-START-OF-DATA-
0.0	2.780000E-04
1.5	2.780516E-04
2.5	2.781062E-04
3.5	2.782204E-04
4.5	2.783431E-04
5.5	2.784706E-04
6.5	2.786005E-04
7.5	2.787328E-04
8.5	2.788688E-04
9.5	2.790091E-04
10.5	2.791532E-04
11.5	2.793018E-04
12.5	2.794568E-04
13.5	2.796181E-04
14.5	2.797819E-04
15.5	2.799432E-04
16.5	2.800974E-04
17.5	2.802428E-04
18.5	2.803817E-04
19.5	2.805183E-04
20.5	2.806572E-04
21.5	2.808026E-04
22.5	2.809568E-04
23.5	2.811181E-04
24.5	2.812819E-04
25.5	2.814432E-04
26.5	2.815982E-04
27.5	2.817468E-04
28.5	2.818909E-04
29.5	2.820312E-04
30.5	2.821673E-04
31.5	2.822990E-04
32.5	2.824268E-04
33.5	2.825509E-04
34.5	2.826712E-04
35.5	2.827873E-04
36.5	2.828990E-04
37.5	2.830068E-04
38.5	2.831109E-04
39.5	2.832113E-04
40.5	2.833074E-04
41.5	2.833996E-04
42.5	2.834898E-04
43.5	2.835780E-04
44.5	2.836612E-04
45.5	2.837351E-04
46.5	2.837968E-04
47.5	2.838467E-04
48.5	2.838885E-04
49.5	2.839261E-04
50.5	2.839627E-04
51.5	2.840011E-04
52.5	2.840427E-04
53.5	2.840861E-04
54.5	2.841285E-04
55.5	2.841667E-04
56.5	2.841982E-04
57.5	2.842233E-04
58.5	2.842443E-04
59.5	2.842631E-04
60.5	2.842813E-04
61.5	2.843003E-04
62.5	2.843200E-04
63.5	2.843400E-04
64.5	2.843600E-04
65.5	2.843800E-04
66.5	2.844000E-04
67.5	2.843850E-04
68.5	2.842800E-04
69.5	2.841250E-04
70.5	2.839750E-04
71.5	2.838250E-04
72.5	2.836750E-04
73.5	2.835250E-04
74.5	2.834250E-04
75.5	2.834000E-04
76.5	2.834000E-04
77.5	2.834250E-04
78.5	2.835000E-04
79.5	2.836000E-04
80.5	2.837250E-04
81.5	2.839000E-04
82.5	2.840750E-04
83.5	2.842250E-04
84.5	2.844000E-04
85.5	2.845750E-04
86.5	2.847250E-04
87.5	2.848750E-04
88.5	2.850000E-04
89.5	2.851250E-04
90.5	2.852750E-04
91.5	2.854250E-04
92.5	2.855750E-04
93.5	2.857250E-04
94.5	2.859000E-04
95.5	2.860750E-04
96.5	2.862250E-04
97.5	2.863750E-04
98.5	2.865000E-04
99.5	2.866250E-04
100.5	2.867750E-04
101.5	2.869000E-04
102.5	2.870000E-04
103.5	2.871000E-04
104.5	2.872250E-04
105.5	2.873750E-04
106.5	2.875250E-04
107.5	2.877000E-04
108.5	2.879000E-04
109.5	2.881250E-04
110.5	2.884000E-04
111.5	2.887000E-04
112.5	2.890250E-04
113.5	2.894000E-04
114.5	2.898000E-04
115.5	2.902250E-04
116.5	2.907000E-04
117.5	2.912000E-04
118.5	2.916750E-04
119.5	2.921250E-04
120.5	2.925750E-04
121.5	2.929750E-04
122.5	2.933000E-04
123.5	2.935750E-04
124.5	2.938000E-04
125.5	2.940000E-04
126.5	2.941750E-04
127.5	2.943250E-04
128.5	2.944750E-04
129.5	2.946000E-04
130.5	2.947000E-04
131.5	2.948000E-04
132.5	2.949000E-04
133.5	2.950250E-04
134.5	2.952250E-04
135.5	2.955000E-04
136.5	2.958000E-04
137.5	2.961250E-04
138.5	2.964750E-04
139.5	2.968250E-04
140.5	2.972000E-04
141.5	2.976250E-04
142.5	2.980750E-04
143.5	2.985000E-04
144.5	2.989000E-04
145.5	2.993000E-04
146.5	2.997000E-04
147.5	3.000750E-04
148.5	3.004250E-04
149.5	3.007750E-04
150.5	3.011000E-04
151.5	3.014000E-04
152.5	3.017250E-04
153.5	3.020750E-04
154.5	3.024000E-04
155.5	3.027000E-04
156.5	3.030250E-04
157.5	3.034000E-04
158.5	3.037750E-04
159.5	3.041250E-04
160.5	3.045250E-04
161.5	3.049750E-04
162.5	3.054000E-04
163.5	3.058250E-04
164.5	3.063000E-04
165.5	3.067750E-04
166.5	3.072250E-04
167.5	3.077000E-04
168.5	3.081750E-04
169.5	3.086000E-04
170.5	3.090000E-04
171.5	3.094000E-04
172.5	3.097500E-04
173.5	3.100000E-04
174.5	3.101750E-04
175.5	3.103000E-04
176.5	3.103750E-04
177.5	3.103750E-04
178.5	3.103000E-04
179.5	3.102000E-04
180.5	3.101250E-04
181.5	3.101000E-04
182.5	3.101250E-04
183.5	3.102000E-04
184.5	3.103250E-04
185.5	3.105000E-04
186.5	3.107500E-04
187.5	3.111000E-04
188.5	3.115000E-04
189.5	3.119250E-04
190.5	3.124250E-04
191.5	3.130000E-04
192.5	3.136000E-04
193.5	3.142250E-04
194.5	3.148475E-04
195.5	3.155000E-04
196.5	3.162725E-04
197.5	3.170750E-04
198.5	3.177950E-04
199.5	3.183975E-04
200.5	3.189250E-04
201.5	3.196475E-04
202.5	3.206475E-04
203.5	3.216050E-04
204.5	3.226350E-04
205.5	3.239025E-04
206.5	3.249850E-04
207.5	3.258550E-04
208.5	3.271400E-04
209.5	3.286775E-04
210.5	3.297425E-04
211.5	3.305850E-04
212.5	3.317475E-04
213.5	3.332725E-04
214.5	3.348475E-04
215.5	3.365250E-04
216.5	3.383600E-04
217.5	3.397275E-04
218.5	3.407925E-04
219.5	3.421975E-04
220.5	3.437825E-04
221.5	3.452825E-04
222.5	3.467975E-04
223.5	3.486450E-04
224.5	3.507375E-04
225.5	3.524875E-04
226.5	3.538550E-04
227.5	3.550175E-04
228.5	3.558850E-04
229.5	3.567775E-04
230.5	3.581275E-04
231.5	3.598375E-04
232.5	3.614625E-04
233.5	3.631550E-04
234.5	3.653225E-04
235.5	3.673475E-04
236.5	3.688650E-04
237.5	3.704675E-04
238.5	3.725225E-04
239.5	3.747600E-04
240.5	3.768125E-04
241.5	3.788125E-04
242.5	3.808275E-04
243.5	3.827775E-04
244.5	3.848000E-04
245.5	3.870123E-04
246.5	3.893242E-04
247.5	3.916380E-04
248.5	3.940087E-04
249.5	3.964638E-04
250.5	3.990040E-04
251.5	4.016279E-04
252.5	4.043282E-04
253.5	4.070959E-04
254.5	4.099270E-04
255.5	4.128215E-04
256.5	4.157802E-04
257.5	4.187963E-04
258.5	4.218644E-04
259.5	4.249947E-04
260.5	4.281973E-04
261.5	4.314747E-04
262.5	4.348262E-04
263.5	4.382446E-04
264.5	4.417208E-04
265.5	4.452509E-04
266.5	4.488349E-04
267.5	4.524736E-04
268.5	4.561770E-04
269.5	4.599640E-04
270.5	4.638518E-04
271.5	4.678500E-04
272.5	4.719605E-04
273.5	4.761824E-04
274.5	4.805080E-04
275.5	4.849272E-04
276.5	4.894355E-04
277.5	4.940324E-04
278.5	4.987297E-04
279.5	5.035296E-04
280.5	5.084327E-04
281.5	5.134561E-04
282.5	5.186106E-04
283.5	5.239001E-04
284.5	5.293242E-04
285.5	5.348752E-04
286.5	5.405428E-04
287.5	5.463220E-04
288.5	5.522119E-04
289.5	5.582122E-04
290.5	5.643131E-04
291.5	5.705167E-04
292.5	5.768434E-04
293.5	5.833047E-04
294.5	5.899054E-04
295.5	5.966466E-04
296.5	6.035205E-04
297.5	6.105165E-04
298.5	6.176053E-04
299.5	6.247637E-04
300.5	6.319947E-04
301.5	6.392905E-04
302.5	6.466527E-04
303.5	6.540984E-04
304.5	6.616449E-04
305.5	6.693047E-04
306.5	6.770776E-04
307.5	6.849543E-04
308.5	6.929020E-04
309.5	7.008942E-04
310.5	7.089316E-04
