 0.0E+00   0.0E+00   0.0E+00   2.0E+12   0.0E+00   0.0E+00   0.0E+00   0.0E+00   0.0E+00   0.0E+00   1.6E+10   0.0E+00   0.0E+00   0.0E+00   0.0E+00   9.3E+11   1.6E+12   0.0E+00   3.2E+12   0.0E+00         0         0         0         0   0.0E+00   0.0E+00   2.5E+12   0.0E+00   0.0E+00   5.6E+11   2.0E+12   9.4E+11   0.0E+00   1.4E+12   2.2E+12   0.0E+00
       0         0         0         0         0         0         0         0         0   3.8E+11         0         0         0         0         0         0         0         0         0   0.0E+00   1.2E+12         0         0   0.0E+00   0.0E+00   0.0E+00   1.6E+12   0.0E+00         0         0         0         0         0         0         0         0
       0         0         0         0         0         0   9.2E+12   1.0E+13   5.0E+12  -1.4E+13  -1.9E+12  -8.3E+12         0         0         0         0         0         0         0         0   7.5E+12   4.0E+12   4.4E+12   1.0E+13   3.9E+12  -7.6E+12         0         0         0         0         0         0         0         0         0         0
       0         0         0         0  -2.2E+13  -1.4E+13  -1.9E+13  -3.4E+13  -2.2E+13  -1.8E+13  -3.7E+12   4.6E+12  -1.3E+13         0         0         0         0         0         0         0   3.9E+13   3.0E+13   3.3E+13   2.8E+13   1.0E+13         0         0         0         0         0         0         0         0         0         0         0
       0         0         0         0  -2.6E+13   9.5E+12  -6.0E+12   4.3E+12   4.8E+12   4.2E+12   1.4E+12  -4.7E+12  -8.8E+12   7.0E+12         0         0         0         0         0         0   4.1E+13   4.9E+13   5.9E+13   4.1E+13   1.5E+13   1.4E+12         0         0         0         0         0         0         0         0         0         0
       0         0         0   7.0E+12   5.3E+12   9.0E+12   7.6E+12   2.4E+13   2.3E+13   2.0E+13   1.7E+13  -3.1E+12  -1.7E+13  -2.6E+12         0         0         0         0         0   3.8E+13   5.7E+13   6.6E+13   5.5E+13   3.4E+13   1.6E+13   2.8E+12         0         0         0         0         0         0         0         0         0         0
       0         0         0   1.4E+13   2.2E+13   3.2E+13   3.1E+13   2.7E+13   2.3E+13   5.3E+12  -1.2E+13  -1.7E+13  -3.2E+13  -3.4E+13         0         0         0         0   2.1E+13   5.1E+13   6.4E+13   5.4E+13   4.3E+13   1.7E+12  -1.7E+13         0   7.3E+12  -2.5E+12         0         0         0         0         0         0         0         0
       0         0         0   2.9E+12   6.8E+12   2.2E+13   2.1E+13   1.9E+13   5.6E+12  -1.2E+13  -3.1E+13  -3.4E+13  -3.1E+13  -1.9E+13         0         0         0         0   2.4E+13   3.3E+13   4.8E+13   2.5E+13  -6.4E+11  -2.8E+13  -2.3E+13  -1.4E+13  -7.6E+12  -5.5E+12   1.7E+12  -6.5E+12         0         0         0         0         0         0
       0         0  -1.9E+13  -6.6E+12  -8.9E+10   4.2E+12   6.1E+11  -1.1E+13  -2.7E+13  -3.4E+13  -3.4E+13  -2.8E+13  -2.3E+13  -8.7E+12  -9.1E+12         0         0         0  -5.0E+12   7.7E+12   8.9E+12  -1.5E+13  -2.1E+13  -2.6E+13  -2.5E+13         0         0  -3.5E+12   2.0E+11         0         0         0         0         0         0         0
       0         0  -1.2E+12  -9.7E+12  -1.2E+13  -1.2E+13  -9.9E+12  -2.2E+13  -2.3E+13  -2.0E+13  -2.1E+13  -2.0E+13  -1.6E+13  -1.2E+13  -7.6E+12         0  -9.0E+12  -1.1E+13  -1.1E+13  -1.2E+13  -1.3E+13  -1.6E+13  -1.8E+13  -1.8E+13  -1.7E+13         0         0         0         0         0         0         0         0         0         0         0
