1.279E+11	1.281E+11	1.293E+11	1.315E+11	1.298E+11	1.308E+11	1.372E+11	1.594E+11	1.864E+11	2.185E+11	1.907E+11	1.666E+11	1.367E+11	1.305E+11	1.279E+11	1.418E+11	1.629E+11	1.823E+11	2.097E+11	2.083E+11	      0.0	      0.0	      0.0	      0.0	3.400E+11	3.714E+11	2.997E+11	2.535E+11	2.301E+11	2.180E+11	2.111E+11	1.965E+11	1.768E+11	1.630E+11	1.490E+11	1.326E+11
      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	3.506E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	2.280E+11	2.708E+11	      0.0	      0.0	3.478E+11	3.970E+11	3.545E+11	3.373E+11	3.091E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0
      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	3.293E+11	3.809E+11	3.798E+11	3.900E+11	3.817E+11	3.786E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	4.083E+11	4.339E+11	4.571E+11	4.254E+11	4.662E+11	3.907E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0
      0.0	      0.0	      0.0	      0.0	4.499E+11	3.337E+11	3.397E+11	3.498E+11	4.339E+11	4.538E+11	4.447E+11	4.408E+11	3.690E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	4.887E+11	4.934E+11	5.005E+11	5.109E+11	5.135E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0
      0.0	      0.0	      0.0	      0.0	4.996E+11	4.985E+11	4.977E+11	5.045E+11	5.014E+11	4.948E+11	4.884E+11	4.858E+11	4.282E+11	3.423E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	6.007E+11	5.793E+11	5.686E+11	5.777E+11	5.353E+11	2.378E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0
      0.0	      0.0	      0.0	5.636E+11	5.727E+11	5.680E+11	5.614E+11	5.559E+11	5.490E+11	5.397E+11	5.284E+11	5.059E+11	4.459E+11	3.284E+11	      0.0	      0.0	      0.0	      0.0	      0.0	6.760E+11	6.845E+11	6.673E+11	6.499E+11	6.443E+11	5.451E+11	3.302E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0
      0.0	      0.0	      0.0	6.265E+11	6.242E+11	6.061E+11	5.860E+11	5.698E+11	5.656E+11	5.385E+11	5.115E+11	4.745E+11	3.858E+11	2.427E+11	      0.0	      0.0	      0.0	      0.0	6.893E+11	6.842E+11	6.902E+11	6.881E+11	6.804E+11	5.978E+11	4.185E+11	      0.0	3.014E+11	1.066E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0
      0.0	      0.0	      0.0	4.884E+11	4.947E+11	4.800E+11	5.172E+11	5.146E+11	4.945E+11	4.490E+11	3.887E+11	3.360E+11	2.525E+11	2.231E+11	      0.0	      0.0	      0.0	      0.0	6.274E+11	6.184E+11	6.368E+11	6.121E+11	5.346E+11	3.295E+11	2.920E+11	2.850E+11	2.406E+11	1.268E+11	1.229E+11	1.299E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0
      0.0	      0.0	3.715E+11	3.240E+11	3.305E+11	3.232E+11	3.140E+11	3.016E+11	2.856E+11	2.208E+11	1.596E+11	1.154E+11	1.227E+11	1.849E+11	1.625E+11	      0.0	      0.0	      0.0	3.655E+11	3.606E+11	3.610E+11	2.840E+11	1.734E+11	2.260E+11	2.151E+11	      0.0	      0.0	4.429E+10	7.409E+10	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0
      0.0	      0.0	3.088E+11	1.333E+11	5.453E+10	1.518E+10	7.243E+10	8.470E+10	1.102E+11	1.019E+11	1.082E+11	1.198E+11	1.162E+11	1.300E+11	1.338E+11	      0.0	2.011E+11	2.061E+11	1.885E+11	1.650E+11	1.466E+11	1.716E+11	1.921E+11	2.054E+11	1.805E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0
      0.0	      0.0	2.199E+11	1.199E+11	7.878E+10	8.132E+10	1.006E+11	1.148E+11	1.248E+11	1.260E+11	1.238E+11	1.288E+11	1.221E+11	1.056E+11	1.158E+11	      0.0	2.721E+11	3.403E+11	3.425E+11	2.613E+11	1.835E+11	1.872E+11	1.859E+11	1.585E+11	1.768E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	5.079E+11	4.989E+11	      0.0	      0.0	      0.0
      0.0	2.049E+11	1.910E+11	1.173E+11	9.293E+10	9.580E+10	1.089E+11	1.215E+11	1.329E+11	1.301E+11	1.337E+11	1.498E+11	1.485E+11	1.314E+11	1.289E+11	      0.0	3.696E+11	4.474E+11	3.638E+11	2.894E+11	2.242E+11	1.875E+11	1.674E+11	1.395E+11	1.529E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	3.944E+11	4.550E+11	      0.0	      0.0	      0.0
      0.0	2.014E+11	1.621E+11	1.193E+11	1.081E+11	1.164E+11	1.332E+11	1.498E+11	1.661E+11	1.721E+11	1.785E+11	1.922E+11	2.019E+11	1.978E+11	1.932E+11	2.865E+11	      0.0	5.483E+11	4.151E+11	3.611E+11	2.874E+11	2.365E+11	1.974E+11	1.649E+11	1.790E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	5.454E+11	4.930E+11	      0.0	3.642E+11	2.973E+11
      0.0	1.713E+11	1.157E+11	1.158E+11	1.222E+11	1.435E+11	1.663E+11	1.875E+11	2.080E+11	2.272E+11	2.431E+11	2.617E+11	2.896E+11	3.014E+11	2.753E+11	2.931E+11	6.753E+11	      0.0	5.439E+11	5.027E+11	3.953E+11	3.274E+11	2.845E+11	2.607E+11	2.196E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	5.472E+11	5.195E+11	7.817E+11	3.631E+11	2.911E+11
      0.0	1.588E+11	1.162E+11	1.122E+11	1.238E+11	1.652E+11	2.112E+11	2.400E+11	2.693E+11	2.953E+11	3.344E+11	3.689E+11	4.053E+11	4.103E+11	3.530E+11	3.567E+11	4.850E+11	8.453E+11	      0.0	6.504E+11	5.497E+11	4.557E+11	4.419E+11	3.844E+11	1.827E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	5.389E+11	4.567E+11	5.675E+11	4.687E+11	2.932E+11
      0.0	1.529E+11	1.477E+11	1.015E+11	1.216E+11	1.697E+11	2.280E+11	2.766E+11	3.257E+11	3.700E+11	4.207E+11	4.574E+11	4.826E+11	5.021E+11	3.869E+11	3.992E+11	3.810E+11	6.651E+11	      0.0	      0.0	6.032E+11	5.842E+11	5.818E+11	5.154E+11	2.220E+11	      0.0	      0.0	      0.0	      0.0	      0.0	      0.0	4.215E+11	3.427E+11	5.690E+11	5.484E+11	2.439E+11
      0.0	1.136E+11	1.122E+11	9.610E+10	1.061E+11	1.246E+11	1.944E+11	3.096E+11	3.595E+11	4.035E+11	4.434E+11	4.857E+11	5.129E+11	5.424E+11	5.509E+11	6.124E+11	6.614E+11	6.552E+11	      0.0	      0.0	6.335E+11	6.149E+11	5.768E+11	4.018E+11	3.492E+11	6.183E+11	7.481E+11	      0.0	      0.0	      0.0	4.504E+11	2.551E+11	2.482E+11	3.664E+11	4.028E+11	2.480E+11
      0.0	      0.0	1.204E+11	1.127E+11	1.111E+11	1.093E+11	1.783E+11	3.279E+11	3.620E+11	3.799E+11	4.004E+11	4.257E+11	4.530E+11	5.001E+11	5.798E+11	6.600E+11	7.685E+11	8.409E+11	      0.0	      0.0	      0.0	5.127E+11	4.150E+11	4.853E+11	5.592E+11	6.111E+11	7.496E+11	      0.0	      0.0	      0.0	4.978E+11	1.664E+11	1.985E+11	3.352E+11	4.096E+11	2.931E+11
      0.0	      0.0	1.975E+11	1.248E+11	1.299E+11	1.408E+11	1.666E+11	3.495E+11	3.502E+11	3.470E+11	3.569E+11	3.730E+11	4.054E+11	4.576E+11	5.417E+11	6.172E+11	7.466E+11	8.254E+11	      0.0	      0.0	      0.0	4.663E+11	4.053E+11	5.276E+11	6.591E+11	7.235E+11	7.512E+11	      0.0	      0.0	      0.0	3.668E+11	2.032E+11	2.236E+11	2.702E+11	3.252E+11	3.723E+11
5.290E+11	      0.0	2.345E+11	2.493E+11	3.026E+11	2.462E+11	1.873E+11	2.972E+11	3.050E+11	2.861E+11	3.009E+11	3.367E+11	3.928E+11	4.606E+11	5.491E+11	6.454E+11	7.367E+11	7.785E+11	      0.0	      0.0	      0.0	      0.0	5.127E+11	6.133E+11	7.569E+11	8.274E+11	8.196E+11	      0.0	      0.0	      0.0	2.900E+11	2.645E+11	2.877E+11	3.304E+11	5.103E+11	6.794E+11
7.306E+11	      0.0	2.237E+11	3.212E+11	4.673E+11	3.551E+11	2.691E+11	2.366E+11	2.140E+11	2.104E+11	2.225E+11	2.504E+11	3.280E+11	4.262E+11	5.079E+11	5.826E+11	6.487E+11	7.539E+11	      0.0	      0.0	      0.0	      0.0	4.759E+11	6.071E+11	7.345E+11	7.994E+11	8.289E+11	      0.0	      0.0	      0.0	3.455E+11	3.815E+11	4.347E+11	5.461E+11	6.400E+11	6.757E+11
6.611E+11	5.203E+11	      0.0	      0.0	5.310E+11	4.489E+11	3.022E+11	2.212E+11	1.790E+11	1.685E+11	1.882E+11	2.057E+11	2.535E+11	3.196E+11	3.816E+11	4.386E+11	4.837E+11	5.717E+11	      0.0	      0.0	      0.0	      0.0	4.618E+11	5.204E+11	6.159E+11	7.001E+11	7.886E+11	      0.0	      0.0	      0.0	3.481E+11	4.077E+11	4.413E+11	5.191E+11	5.730E+11	6.004E+11
5.612E+11	5.047E+11	      0.0	      0.0	5.904E+11	5.376E+11	3.188E+11	1.917E+11	1.705E+11	1.506E+11	1.537E+11	1.598E+11	1.871E+11	2.378E+11	2.806E+11	3.165E+11	3.383E+11	3.736E+11	      0.0	      0.0	      0.0	      0.0	4.453E+11	4.450E+11	4.995E+11	5.838E+11	7.146E+11	      0.0	      0.0	      0.0	3.052E+11	3.832E+11	3.842E+11	4.454E+11	4.804E+11	5.189E+11
4.292E+11	3.871E+11	      0.0	      0.0	5.329E+11	5.997E+11	2.880E+11	1.719E+11	1.380E+11	1.236E+11	1.273E+11	1.241E+11	1.378E+11	1.756E+11	2.072E+11	2.346E+11	2.553E+11	3.006E+11	2.677E+11	      0.0	      0.0	      0.0	3.736E+11	3.759E+11	3.975E+11	4.914E+11	6.383E+11	      0.0	      0.0         0.0	2.829E+11	3.071E+11	3.192E+11	3.596E+11	3.909E+11	4.120E+11
