   4.8115600e+09   4.7088383e+09   4.4599638e+09   3.6264777e+09   2.9238080e+09   2.4173630e+09   2.0273327e+09   1.7149121e+09   1.5485342e+09   1.4186670e+09   1.3133437e+09   1.2120967e+09   1.1271550e+09   1.0543404e+09   9.9971624e+08   9.5232127e+08   9.0974571e+08   8.7640682e+08   8.4537710e+08   7.9799899e+08   7.5544664e+08   7.3219737e+08   6.8515342e+08   6.0241748e+08   5.7091873e+08   5.7357812e+08   6.1400618e+08   6.6387640e+08   6.9697412e+08   7.0523188e+08   6.1412977e+08   5.9442741e+08   6.8182469e+08   7.5931263e+08   8.3019436e+08   7.8759506e+08   7.1662550e+08   5.9281378e+08   4.7299678e+08   3.6915867e+08   3.4841387e+08   4.5230903e+08   6.0956067e+08   8.0238328e+08   9.5435589e+08   1.0961160e+09   1.4225327e+09   1.7093157e+09   1.8375640e+09   1.9999583e+09   2.2135717e+09   2.5566633e+09   2.9860739e+09   3.3968613e+09   3.8029930e+09   4.0458230e+09   4.3174171e+09   4.7040677e+09   4.9984084e+09   5.1542846e+09   5.2700293e+09   5.3590199e+09   5.3343993e+09   5.2813760e+09
   1.4530760e+10   1.2465363e+10   1.0581691e+10   9.4249210e+09   8.3732635e+09   7.4792754e+09   6.8116986e+09   6.2950628e+09   5.8617979e+09   5.4493756e+09   4.9605876e+09   4.5274873e+09   4.3171379e+09   4.0439683e+09   3.6765682e+09   3.4941624e+09   3.4350860e+09   3.2400120e+09   3.0109386e+09   2.6812445e+09   2.3291291e+09   1.8873282e+09   1.5019766e+09   1.2012986e+09   1.0640310e+09   1.0357036e+09   1.1921513e+09   1.3947929e+09   1.7641634e+09   2.0963976e+09   2.2800872e+09   2.3501432e+09   2.2497489e+09   2.1471106e+09   2.0429762e+09   1.9979222e+09   1.9676382e+09   1.9435451e+09   1.9392177e+09   2.0139533e+09   2.2276076e+09   2.6496402e+09   2.9065268e+09   3.0533161e+09   3.1677909e+09   3.2741872e+09   4.2199766e+09   5.1703906e+09   6.1393031e+09   7.4443277e+09   9.2535206e+09   1.1544403e+10   1.4156411e+10   1.6651585e+10   1.9117549e+10   2.2460838e+10   2.5680962e+10   2.8408426e+10   2.9614466e+10   2.8538371e+10   2.7437878e+10   2.6321121e+10   2.3743734e+10   2.0801189e+10
   2.8578164e+10   2.6272400e+10   2.3929052e+10   2.1435367e+10   1.9200561e+10   1.7354074e+10   1.5768876e+10   1.4357869e+10   1.4014656e+10   1.3938391e+10   1.2418040e+10   1.0997864e+10   9.9783803e+09   8.9431243e+09   7.8842096e+09   7.1827299e+09   6.7195402e+09   6.4443601e+09   6.2161824e+09   6.0187506e+09   5.8959909e+09   6.0719196e+09   5.6631776e+09   4.3774294e+09   3.3079766e+09   2.3827209e+09   2.7057556e+09   3.3408629e+09   4.2070333e+09   5.0130929e+09   5.5787087e+09   6.0745637e+09   6.4657774e+09   6.3424849e+09   5.8761882e+09   5.4331640e+09   4.9959580e+09   5.1611239e+09   5.2674896e+09   5.1386542e+09   5.2731224e+09   5.8025462e+09   6.3490859e+09   6.9070364e+09   7.8806557e+09   8.9581923e+09   1.0661725e+10   1.2477016e+10   1.4739340e+10   1.7789096e+10   2.2020002e+10   2.8801014e+10   3.7282097e+10   4.4617235e+10   5.1665885e+10   6.2768727e+10   7.1451815e+10   7.0455887e+10   6.6635827e+10   5.8579568e+10   5.2874884e+10   4.8737916e+10   4.4183765e+10   3.9525319e+10
   5.8071707e+10   5.0590713e+10   4.3812595e+10   3.9845983e+10   3.6167957e+10   3.2922806e+10   2.6702997e+10   1.8500083e+10   1.7177104e+10   1.7574109e+10   1.6204852e+10   1.4736649e+10   1.2872655e+10   1.1270773e+10   1.0062061e+10   9.1736118e+09   8.4986720e+09   7.9415248e+09   7.4138258e+09   6.9192373e+09   6.7248799e+09   7.7314474e+09   8.8248500e+09   1.0048505e+10   8.9172381e+09   6.2160229e+09   7.0209443e+09   8.7023997e+09   1.1862099e+10   1.4682327e+10   1.6144672e+10   1.7104401e+10   1.7310208e+10   1.6126238e+10   1.4015752e+10   1.2011631e+10   1.0034102e+10   9.4164785e+09   9.0153854e+09   9.4804130e+09   1.0089227e+10   1.0913721e+10   1.1503609e+10   1.1937092e+10   1.3913710e+10   1.6276111e+10   2.1458042e+10   2.6691356e+10   3.2130200e+10   3.8295887e+10   4.5551838e+10   5.1276338e+10   5.5979872e+10   6.3982333e+10   7.2809525e+10   9.0481112e+10   1.0387082e+11   1.0013304e+11   9.2747938e+10   7.9891876e+10   7.5101981e+10   7.5689529e+10   7.9065908e+10   8.3139495e+10
   1.0818200e+11   8.6187478e+10   6.6818147e+10   5.7949589e+10   4.9068467e+10   4.0168499e+10   3.1866121e+10   2.3962137e+10   2.1347218e+10   2.0054565e+10   1.8216442e+10   1.6304850e+10   1.4099378e+10   1.2107224e+10   1.0435048e+10   9.3700881e+09   8.7099390e+09   8.0986306e+09   7.4995323e+09   7.5032548e+09   7.4249402e+09   7.0184771e+09   8.3611973e+09   1.2327692e+10   1.3738945e+10   1.3446703e+10   2.1658408e+10   3.1996100e+10   3.6016897e+10   3.8665223e+10   3.5823665e+10   3.3157832e+10   3.0755587e+10   2.6127961e+10   2.0016748e+10   1.6879692e+10   1.4486175e+10   1.3827429e+10   1.3479756e+10   1.4376376e+10   1.4856558e+10   1.4712083e+10   1.4784863e+10   1.5002480e+10   2.0460868e+10   2.7229447e+10   4.6524289e+10   6.5734307e+10   8.4605025e+10   9.4065726e+10   8.9411400e+10   8.2651951e+10   7.4489086e+10   9.5445232e+10   1.2368113e+11   1.3245415e+11   1.4127090e+11   1.5026262e+11   1.4699808e+11   1.2534915e+11   1.0922085e+11   9.6772973e+10   1.4959632e+11   2.1873748e+11
   1.9960333e+11   1.3938368e+11   8.6837273e+10   6.4983819e+10   4.6996605e+10   3.4808751e+10   2.7383741e+10   2.3133959e+10   2.0786068e+10   1.8913650e+10   1.6465497e+10   1.4099835e+10   1.2064134e+10   1.0241188e+10   8.7373737e+09   7.7988629e+09   7.2372211e+09   6.8567776e+09   6.5216338e+09   6.7182252e+09   6.7864312e+09   6.3410956e+09   7.9873235e+09   1.2770897e+10   2.2851053e+10   3.6462266e+10   7.5923045e+10   1.2184622e+11   9.6160333e+10   7.2454827e+10   5.6670831e+10   4.3688218e+10   3.4907680e+10   2.7654646e+10   2.1419947e+10   1.9861749e+10   1.9472677e+10   1.8337125e+10   1.7299176e+10   1.6651635e+10   1.6143938e+10   1.5846003e+10   1.5702616e+10   1.5662260e+10   2.8367133e+10   4.4258313e+10   6.7403286e+10   9.4205739e+10   1.3563811e+11   1.5762778e+11   1.5045341e+11   1.5949209e+11   1.7933949e+11   2.5072044e+11   3.3498479e+11   2.4427565e+11   1.7612782e+11   1.9822524e+11   2.0581337e+11   1.9163756e+11   2.1171839e+11   2.5463697e+11   4.5404065e+11   6.9256561e+11
   1.9163985e+11   1.2547261e+11   6.7616839e+10   4.3006966e+10   2.8400178e+10   2.8798015e+10   2.5725368e+10   2.0339065e+10   1.6862511e+10   1.3863394e+10   1.1766355e+10   9.7961015e+09   8.3329878e+09   7.1292650e+09   6.3146285e+09   5.6974856e+09   5.2120051e+09   5.0012735e+09   4.8592291e+09   5.2504449e+09   5.5848405e+09   5.6919552e+09   7.7895015e+09   1.2872695e+10   1.1141777e+11   2.7227076e+11   2.8623945e+11   2.6348707e+11   1.5996540e+11   7.3088521e+10   5.2790835e+10   3.7227410e+10   2.8765377e+10   2.3553686e+10   2.0508888e+10   1.8866422e+10   1.7574538e+10   1.6791651e+10   1.6041856e+10   1.5424428e+10   1.5608587e+10   1.6995128e+10   1.8834326e+10   2.0975295e+10   5.4486243e+10   9.5839685e+10   1.4624323e+11   2.1268330e+11   3.4326949e+11   3.7574843e+11   2.6106649e+11   2.5806003e+11   3.2950390e+11   8.7139901e+11   1.5309069e+12   8.4863451e+11   3.0359971e+11   3.0751538e+11   2.8448519e+11   2.2103622e+11   1.9691668e+11   1.9901676e+11   2.5465163e+11   3.2367020e+11
   1.0854895e+11   7.1114995e+10   3.8197992e+10   2.3348800e+10   1.5119057e+10   1.6818485e+10   1.5258819e+10   1.1526424e+10   9.3426523e+09   7.5460365e+09   6.5633103e+09   5.6542951e+09   5.0401243e+09   4.6300562e+09   4.5261420e+09   4.4533808e+09   4.4013881e+09   4.4091152e+09   4.4317723e+09   4.8926433e+09   5.4171328e+09   6.1960957e+09   8.1980133e+09   1.2034363e+10   5.6063876e+10   1.2688883e+11   2.5147640e+11   3.8950462e+11   1.9736243e+11   4.1102286e+10   2.8370302e+10   1.9710003e+10   1.7157233e+10   1.5207954e+10   1.3661002e+10   1.3657900e+10   1.4040760e+10   1.4642348e+10   1.5406052e+10   1.6818220e+10   1.8640655e+10   2.1078488e+10   2.6190999e+10   3.3086630e+10   1.1010400e+11   2.0465181e+11   1.7885002e+12   2.7807372e+12   1.4065288e+12   7.4941807e+11   1.1679537e+12   1.0109691e+12   4.7030423e+11   5.1239365e+12   1.1076143e+13   5.2138875e+12   5.4875742e+11   6.7212890e+11   6.5080721e+11   4.1244577e+11   2.4300106e+11   1.1950083e+11   7.3810474e+10   4.7572593e+10
   4.5430159e+10   3.0505113e+10   1.7619425e+10   1.2891168e+10   9.2041242e+09   7.0789001e+09   5.5415482e+09   4.3961111e+09   4.0152698e+09   3.8255775e+09   3.7637250e+09   3.7369853e+09   3.8506969e+09   4.1662749e+09   4.7846524e+09   5.0072037e+09   4.9658707e+09   5.1118303e+09   5.3046129e+09   5.6397123e+09   6.2318207e+09   7.8519650e+09   1.0736928e+10   1.5519117e+10   3.1897779e+10   5.6007421e+10   6.6625577e+10   7.3870862e+10   4.3577915e+10   1.8354897e+10   1.3411597e+10   1.0810198e+10   1.1721650e+10   1.3622380e+10   1.6182629e+10   1.7646267e+10   1.8835753e+10   1.8028398e+10   1.8225141e+10   2.2438272e+10   2.7685316e+10   3.4483230e+10   5.0068357e+10   7.1511627e+10   2.6146768e+11   4.9355193e+11   4.5229161e+11   4.0772358e+11   3.4992470e+11   3.1361696e+11   3.0954594e+11   2.8101231e+11   2.3617026e+11   6.2283872e+11   1.1173848e+12   7.0174221e+11   3.4852755e+11   2.4502466e+11   1.6733020e+11   1.2834837e+11   9.4349260e+10   6.3671964e+10   4.9096490e+10   3.8546471e+10
   1.9186353e+10   1.2289201e+10   6.7473952e+09   6.6269746e+09   5.8372559e+09   4.0435898e+09   3.1198646e+09   2.7761000e+09   2.8832733e+09   3.1031811e+09   3.3016907e+09   3.5778847e+09   4.1648160e+09   4.9408967e+09   6.0007014e+09   6.5519298e+09   6.7641072e+09   6.8408471e+09   6.8837275e+09   7.0674876e+09   7.6455457e+09   9.8007962e+09   1.3079103e+10   1.8041993e+10   2.2386858e+10   2.6319706e+10   5.0572704e+10   7.9905741e+10   4.3869080e+10   1.4867479e+10   1.4006118e+10   1.5214460e+10   1.9527355e+10   2.4120922e+10   2.8901602e+10   2.9180529e+10   2.8334017e+10   2.8168165e+10   2.9613731e+10   3.7504975e+10   4.5724491e+10   5.4436412e+10   8.1135307e+10   1.1982552e+11   3.5259621e+11   6.3388703e+11   4.8863685e+11   3.8894793e+11   4.7150406e+11   5.0746699e+11   4.7354015e+11   4.3904451e+11   4.0416966e+11   5.0333697e+11   6.3601483e+11   4.5937539e+11   2.9687321e+11   1.9092008e+11   1.0835711e+11   6.0879365e+10   3.6714606e+10   2.8091836e+10   2.0531818e+10   1.3237487e+10
