   4.8115600e+09   4.7204126e+09   4.6292652e+09   3.9082195e+09   3.1686473e+09   2.7026841e+09   2.2533034e+09   1.9613283e+09   1.6841101e+09   1.5503633e+09   1.4351290e+09   1.3385619e+09   1.2451060e+09   1.1666349e+09   1.0912642e+09   1.0374146e+09   9.8894529e+08   9.4872333e+08   9.1094502e+08   8.8077721e+08   8.5324379e+08   8.1534872e+08   7.7330899e+08   7.4595046e+08   7.2532082e+08   6.7000459e+08   5.9659100e+08   5.7080636e+08   5.7316610e+08   6.0066063e+08   6.4491167e+08   6.8065834e+08   7.1002675e+08   6.7956931e+08   5.9873223e+08   5.9935120e+08   6.7690090e+08   7.4733262e+08   8.1022767e+08   8.1558305e+08   7.5261006e+08   6.6954217e+08   5.5968106e+08   4.5690918e+08   3.6477114e+08   3.4109731e+08   4.3328597e+08   5.5252863e+08   7.2362475e+08   8.8048090e+08   1.0062680e+09   1.1788695e+09   1.4685068e+09   1.7129283e+09   1.8267261e+09   1.9578374e+09   2.1473816e+09   2.3752223e+09   2.7562485e+09   3.1337338e+09   3.4941041e+09   3.8337743e+09   4.0492431e+09   4.2792966e+09   4.6223809e+09   4.9479134e+09   5.0862260e+09   5.2211472e+09   5.3001106e+09   5.3754737e+09   5.3284249e+09   5.2813760e+09
   9.0635375e+09   8.0716717e+09   7.0798059e+09   6.2519021e+09   5.4288207e+09   4.8307730e+09   4.2463638e+09   3.8073840e+09   3.3820382e+09   3.1210591e+09   2.8812887e+09   2.6860759e+09   2.4982894e+09   2.3875525e+09   2.2927569e+09   2.1619993e+09   2.0222513e+09   1.9733574e+09   1.9513833e+09   1.8572391e+09   1.7381130e+09   1.5718901e+09   1.3868285e+09   1.1848693e+09   9.7516529e+08   8.4744439e+08   7.6249729e+08   7.3617297e+08   7.4448937e+08   8.0739180e+08   9.0668490e+08   1.0388030e+09   1.1955398e+09   1.2860116e+09   1.3206812e+09   1.3236370e+09   1.2966407e+09   1.2820590e+09   1.2806219e+09   1.2568213e+09   1.2064638e+09   1.1410636e+09   1.0556063e+09   1.0069217e+09   1.0133962e+09   1.1047151e+09   1.3396171e+09   1.5364963e+09   1.6604986e+09   1.7644321e+09   1.8245787e+09   2.0067937e+09   2.4941792e+09   2.9635982e+09   3.3811138e+09   3.9045402e+09   4.7854150e+09   5.6861322e+09   6.6662187e+09   7.6440047e+09   8.6106718e+09   9.5996706e+09   1.0722659e+10   1.1889964e+10   1.3400726e+10   1.4782479e+10   1.4788157e+10   1.4782809e+10   1.4595538e+10   1.4381202e+10   1.3246676e+10   1.2112151e+10
   1.3315515e+10   1.1422931e+10   9.5303467e+09   8.5955848e+09   7.6889941e+09   6.9588619e+09   6.2394242e+09   5.6534396e+09   5.0799663e+09   4.6917549e+09   4.3274483e+09   4.0335898e+09   3.7514727e+09   3.6084701e+09   3.4942497e+09   3.2865841e+09   3.0555572e+09   2.9979915e+09   2.9918216e+09   2.8337010e+09   2.6229821e+09   2.3284314e+09   2.0003481e+09   1.6237881e+09   1.2250098e+09   1.0248842e+09   9.2840358e+08   9.0153957e+08   9.1581264e+08   1.0141230e+09   1.1684581e+09   1.3969476e+09   1.6810529e+09   1.8924539e+09   2.0426302e+09   2.0479227e+09   1.9163806e+09   1.8167853e+09   1.7510162e+09   1.6980595e+09   1.6603176e+09   1.6125850e+09   1.5515315e+09   1.5569342e+09   1.6620212e+09   1.8683329e+09   2.2459482e+09   2.5204640e+09   2.5973725e+09   2.6483832e+09   2.6428894e+09   2.8347178e+09   3.5198515e+09   4.2142680e+09   4.9355016e+09   5.8512430e+09   7.4234484e+09   8.9970421e+09   1.0576189e+10   1.2154276e+10   1.3727240e+10   1.5365567e+10   1.7396075e+10   1.9500632e+10   2.2179070e+10   2.4617045e+10   2.4490088e+10   2.4344470e+10   2.3890964e+10   2.3386930e+10   2.1164927e+10   1.8942925e+10
   1.7496236e+10   1.5895760e+10   1.4295285e+10   1.2943104e+10   1.1598226e+10   1.0594603e+10   9.6116620e+09   9.4039655e+09   9.2689482e+09   8.9339818e+09   8.5732154e+09   7.8038853e+09   6.9664612e+09   6.5067912e+09   6.1252771e+09   5.5878245e+09   5.0113873e+09   4.7415134e+09   4.5624732e+09   4.3857283e+09   4.2097780e+09   4.0272825e+09   3.8421690e+09   3.5377839e+09   3.1787325e+09   2.5774372e+09   1.8497539e+09   1.4962207e+09   1.3637762e+09   1.4575648e+09   1.7021754e+09   2.0562773e+09   2.4924979e+09   2.7943999e+09   2.9831916e+09   3.0924463e+09   3.1265827e+09   3.0666072e+09   2.9069838e+09   2.8210731e+09   2.8226963e+09   2.8597529e+09   2.9440540e+09   2.9760560e+09   2.9296094e+09   3.0322429e+09   3.3871657e+09   3.7158932e+09   3.9944130e+09   4.3017946e+09   4.6721475e+09   5.2914501e+09   6.5331266e+09   7.7671046e+09   8.9788425e+09   1.0288840e+10   1.1930463e+10   1.4098502e+10   1.8372203e+10   2.2566235e+10   2.6375202e+10   3.0416349e+10   3.5850571e+10   4.0849954e+10   4.2479341e+10   4.3695706e+10   4.0506510e+10   3.7360846e+10   3.4933457e+10   3.2473096e+10   2.8891697e+10   2.5310297e+10
   2.1674861e+10   2.0401577e+10   1.9128293e+10   1.7349560e+10   1.5555960e+10   1.4274687e+10   1.3024464e+10   1.3210505e+10   1.3531196e+10   1.3254783e+10   1.2901324e+10   1.1645439e+10   1.0239150e+10   9.4544477e+09   8.7983497e+09   7.9236725e+09   6.9943504e+09   6.5061792e+09   6.1487193e+09   5.9546840e+09   5.8172187e+09   5.7538486e+09   5.7201165e+09   5.4951642e+09   5.1825693e+09   4.1704348e+09   2.7933232e+09   2.1035287e+09   1.8198763e+09   1.9079687e+09   2.2438909e+09   2.7244654e+09   3.3135291e+09   3.7050372e+09   3.9301828e+09   4.1463886e+09   4.3541513e+09   4.3374613e+09   4.0831153e+09   3.9641390e+09   4.0059140e+09   4.1297339e+09   4.3629470e+09   4.4207399e+09   4.2154024e+09   4.2079261e+09   4.5352917e+09   4.9175419e+09   5.4049877e+09   5.9778371e+09   6.7370218e+09   7.7960885e+09   9.6048605e+09   1.1387652e+10   1.3095388e+10   1.4799699e+10   1.6492448e+10   1.9252625e+10   2.6282512e+10   3.3151773e+10   3.9244677e+10   4.5740216e+10   5.4651569e+10   6.2603355e+10   6.3118492e+10   6.3046251e+10   5.6708652e+10   5.0478830e+10   4.6027334e+10   4.1561629e+10   3.6612834e+10   3.1664039e+10
   3.3916823e+10   3.1236930e+10   2.8557037e+10   2.6024800e+10   2.3496905e+10   2.1525975e+10   1.9588801e+10   1.7107137e+10   1.4574427e+10   1.4427508e+10   1.4588433e+10   1.3516726e+10   1.2239580e+10   1.1116572e+10   1.0025455e+10   9.0618875e+09   8.1302068e+09   7.5734098e+09   7.1276895e+09   6.8226817e+09   6.5663821e+09   6.2821336e+09   5.9867056e+09   6.2568979e+09   6.7863329e+09   6.3620274e+09   5.4401184e+09   4.3154208e+09   3.0708938e+09   3.0181063e+09   3.7598119e+09   4.5950429e+09   5.5004180e+09   6.3061945e+09   7.0280984e+09   7.6105925e+09   8.0614217e+09   8.0323914e+09   7.4952744e+09   6.8681492e+09   6.1341393e+09   5.7448430e+09   5.8151648e+09   5.8437040e+09   5.8095696e+09   6.0054387e+09   6.5905448e+09   7.1436043e+09   7.6352413e+09   8.3168476e+09   9.4129324e+09   1.0552297e+10   1.1799860e+10   1.3298705e+10   1.5523474e+10   1.8474735e+10   2.3877903e+10   2.9759697e+10   3.7555990e+10   4.5092225e+10   5.1371513e+10   5.8246047e+10   6.8692065e+10   7.7721023e+10   7.5767760e+10   7.3325865e+10   6.5671884e+10   5.8286541e+10   5.5333721e+10   5.2367613e+10   4.8949710e+10   4.5531807e+10
   4.6647472e+10   4.2455891e+10   3.8264310e+10   3.4958753e+10   3.1679257e+10   2.8993700e+10   2.6344140e+10   2.1009228e+10   1.5422565e+10   1.5409440e+10   1.6115482e+10   1.5268603e+10   1.4162903e+10   1.2700786e+10   1.1164927e+10   1.0127519e+10   9.2147234e+09   8.5983717e+09   8.0698551e+09   7.6481971e+09   7.2635286e+09   6.7377955e+09   6.1556366e+09   6.9461682e+09   8.3658496e+09   8.5898986e+09   8.1901394e+09   6.6245605e+09   4.3700881e+09   4.1682278e+09   5.3347756e+09   6.5384925e+09   7.7700863e+09   9.0098075e+09   1.0256373e+10   1.1220873e+10   1.1918977e+10   1.1874235e+10   1.1042950e+10   9.8788833e+09   8.3196377e+09   7.3808688e+09   7.2694022e+09   7.2653519e+09   7.4224260e+09   7.8406379e+09   8.7007754e+09   9.4317525e+09   9.9151724e+09   1.0696038e+10   1.2125876e+10   1.3323752e+10   1.3941724e+10   1.5106153e+10   1.7849230e+10   2.2099115e+10   3.1434477e+10   4.0591189e+10   4.9033296e+10   5.7114793e+10   6.3453340e+10   7.0581089e+10   8.2444046e+10   9.2436525e+10   8.7932794e+10   8.3055725e+10   7.4196394e+10   6.5772416e+10   6.4531775e+10   6.3277684e+10   6.1566327e+10   5.9854970e+10
   5.9769624e+10   5.2750845e+10   4.5732066e+10   4.2084369e+10   3.8535821e+10   3.5591926e+10   3.2684676e+10   2.5565857e+10   1.8052203e+10   1.7447224e+10   1.7733688e+10   1.6715744e+10   1.5480400e+10   1.3887307e+10   1.2220197e+10   1.1007550e+10   9.9085185e+09   9.1872893e+09   8.5780014e+09   8.0646339e+09   7.5844695e+09   7.1535118e+09   6.7422368e+09   7.1575003e+09   7.9515940e+09   9.0929437e+09   1.0415470e+10   9.3943366e+09   6.9883124e+09   6.9495964e+09   8.4890858e+09   1.0895956e+10   1.3953362e+10   1.6055968e+10   1.7354534e+10   1.8033829e+10   1.8128259e+10   1.7186129e+10   1.5146464e+10   1.3227696e+10   1.1452492e+10   1.0173572e+10   9.5563642e+09   9.3668116e+09   9.8187413e+09   1.0365262e+10   1.1071859e+10   1.1662546e+10   1.2031070e+10   1.2975519e+10   1.5176533e+10   1.8251806e+10   2.3512728e+10   2.8747952e+10   3.3908936e+10   3.9240430e+10   4.5147396e+10   5.0565580e+10   5.4028637e+10   5.8282698e+10   6.6359940e+10   7.5610113e+10   9.1897861e+10   1.0597151e+11   1.0288586e+11   9.9052486e+10   8.7243259e+10   7.6153803e+10   7.6940562e+10   7.7832434e+10   8.2298145e+10   8.6763855e+10
   7.2928481e+10   6.2959175e+10   5.2989869e+10   4.9040453e+10   4.5268093e+10   4.2108636e+10   3.8986325e+10   3.0183849e+10   2.0848857e+10   1.9583995e+10   1.9360439e+10   1.8134317e+10   1.6741100e+10   1.5036544e+10   1.3267572e+10   1.1870181e+10   1.0565683e+10   9.7353278e+09   9.0454584e+09   8.4427195e+09   7.8701412e+09   7.5654832e+09   7.3679934e+09   7.3240257e+09   7.3504223e+09   9.4342864e+09   1.2591612e+10   1.2207297e+10   9.7301958e+09   9.8838943e+09   1.1791460e+10   1.5479733e+10   2.0503538e+10   2.3509243e+10   2.4815496e+10   2.5147037e+10   2.4558016e+10   2.2635840e+10   1.9302089e+10   1.6608204e+10   1.4674160e+10   1.3074713e+10   1.1921394e+10   1.1532004e+10   1.2288506e+10   1.2954519e+10   1.3467398e+10   1.3887962e+10   1.4131590e+10   1.5245653e+10   1.8258851e+10   2.3382041e+10   3.3780214e+10   4.3499222e+10   5.1256200e+10   5.7648957e+10   5.9437471e+10   6.0459618e+10   5.8416294e+10   5.8432977e+10   6.8406363e+10   7.9954197e+10   1.0094872e+11   1.1939582e+11   1.1810031e+11   1.1563677e+11   1.0071409e+11   8.6806643e+10   8.9650355e+10   9.2728872e+10   1.0379076e+11   1.1485265e+11
   1.0298289e+11   8.4885381e+10   6.6787870e+10   5.9235619e+10   5.1993523e+10   4.4823760e+10   3.7658380e+10   3.0275655e+10   2.2872554e+10   2.1128615e+10   2.0114890e+10   1.8601080e+10   1.7003923e+10   1.5131146e+10   1.3201346e+10   1.1647575e+10   1.0187811e+10   9.3888083e+09   8.7855865e+09   8.2296750e+09   7.6901402e+09   7.5189409e+09   7.4950758e+09   7.2718813e+09   6.9573276e+09   9.1468953e+09   1.2642961e+10   1.3562966e+10   1.2960752e+10   1.7555954e+10   2.5616099e+10   3.1257117e+10   3.5083791e+10   3.5784543e+10   3.3852940e+10   3.1934518e+10   3.0028545e+10   2.6559715e+10   2.1436095e+10   1.7695897e+10   1.5598511e+10   1.4107898e+10   1.3426316e+10   1.3335339e+10   1.4130272e+10   1.4617743e+10   1.4584893e+10   1.4631425e+10   1.4830108e+10   1.6713523e+10   2.2272717e+10   3.0865173e+10   4.7040781e+10   6.3018395e+10   7.8424027e+10   8.9556217e+10   8.6265541e+10   8.2325195e+10   7.5786169e+10   7.4270614e+10   9.7035167e+10   1.1796226e+11   1.2786463e+11   1.3738746e+11   1.4396888e+11   1.4839155e+11   1.2978752e+11   1.1173976e+11   1.0287026e+11   9.5789030e+10   1.4950883e+11   2.0322862e+11
