0.0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1
  0     0     0     0     0     0     0     0     0 283.1     0     0     0     0     0     0     0     0     0 283.1 283.1     0     0 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0     0     0
  0     0     0     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0     0     0     0     0
  0     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0     0 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0     0     0     0     0     0
  0     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0     0     0     0     0
  0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0     0     0     0     0
  0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1     0     0     0     0     0     0     0     0
  0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0
  0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0 283.1 283.1     0     0     0     0     0     0     0
  0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0     0     0     0     0     0
  0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0 283.1 283.1     0     0     0
  0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0 283.1 283.1     0     0     0
  0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0 283.1 283.1     0 283.1 283.1
  0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0 283.1 283.1 283.1 283.1 283.1
  0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0 283.1 283.1 283.1 283.1 283.1
  0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0 283.1 283.1 283.1 283.1 283.1     0     0     0     0     0     0 283.1 283.1 283.1 283.1 283.1
  0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1
  0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1
  0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1
0.0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1
0.0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1
0.0 283.1     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1
0.0 283.1     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0     0 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1
0.0 283.1     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1
0.0 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1
0.0 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1
0.0 283.1     0     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1
0.0 283.1 283.1     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1
0.0 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1
0.0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1     0 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1 283.1
